data_captura,data_referencia,NOME DO CONGLOMERADO,CLASSE DO CONGLOMERADO,CNPJ PARTICIPANTE,NOME DO PARTICIPANTE,TIPO PARTICIPAÇÃO,DATA INÍCIO,UF
2026-07-08,2026-06-01,CIELO IP - PRUDENCIAL,Privado Nacional,2024-73-80,CATENO GESTAO DE CONTAS DE PAGAMENTO S.A,PARTICIPANTE,2017-05-01,SP
2026-07-08,2026-06-01,CIELO IP - PRUDENCIAL,Privado Nacional,2628-69-39,CIELO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,PARTICIPANTE,2017-07-01,
2026-07-08,2026-06-01,CIELO IP - PRUDENCIAL,Privado Nacional,2182-49-24,CIELO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,PARTICIPANTE,2017-05-01,
2026-07-08,2026-06-01,CIELO IP - PRUDENCIAL,Privado Nacional,1462-52-24,STELO S.A.,PARTICIPANTE,2018-10-15,SP
2026-07-08,2026-06-01,CITIBANK - PRUDENCIAL,Estrangeiro,3347-90-23,BANCO CITIBANK S.A.,LIDER/HOLDING,2014-01-02,SP
2026-07-08,2026-06-01,CITIBANK - PRUDENCIAL,Estrangeiro,3386-85-97,CITIBANK DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,CITIBANK - PRUDENCIAL,Estrangeiro,3304-29-53,CITIBANK N.A.,PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,CITIBANK - PRUDENCIAL,Estrangeiro,3370-91-14,"CITIGROUP GLOBAL MARKETS BRASIL, CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.",PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,CITIBANK - PRUDENCIAL,Estrangeiro,0793-88-43,FUNDO DE INVESTIMENTO REFERENCIADO DI LONDRES,PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,CLOUDWALK IP - PRUDENCIAL,Privado Nacional,1818-95-47,CLOUDWALK INSTITUIÇÃO DE PAGAMENTO E SERVICOS LTDA,LIDER,2022-10-21,SP
2026-07-08,2026-06-01,CLOUDWALK IP - PRUDENCIAL,Privado Nacional,5760-92-82,CLOUDWALK A.I. FUNDO  DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,PARTICIPANTE,2024-11-06,
2026-07-08,2026-06-01,CLOUDWALK IP - PRUDENCIAL,Privado Nacional,4208-58-30,CLOUDWALK AKIRA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,PARTICIPANTE,2022-10-21,
2026-07-08,2026-06-01,CLOUDWALK IP - PRUDENCIAL,Privado Nacional,4412-46-17,CLOUDWALK AKIRA II FIDC SEGMENTO MEIOS DE PAGAMENTO,PARTICIPANTE,2022-10-21,
2026-07-08,2026-06-01,CLOUDWALK IP - PRUDENCIAL,Privado Nacional,6239-36-79,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,PARTICIPANTE,2025-09-15,
2026-07-08,2026-06-01,CLOUDWALK IP - PRUDENCIAL,Privado Nacional,5421-86-73,CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,PARTICIPANTE,2024-03-06,
2026-07-08,2026-06-01,CLOUDWALK IP - PRUDENCIAL,Privado Nacional,5421-89-41,CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,PARTICIPANTE,2024-03-06,
2026-07-08,2026-06-01,CLOUDWALK IP - PRUDENCIAL,Privado Nacional,5421-91-79,CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,PARTICIPANTE,2024-03-06,
2026-07-08,2026-06-01,CLOUDWALK IP - PRUDENCIAL,Privado Nacional,5424-80-22,CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,PARTICIPANTE,2024-03-08,
2026-07-08,2026-06-01,CLOUDWALK IP - PRUDENCIAL,Privado Nacional,0550-38-49,"CLOUDWALK FINANCEIRA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO",PARTICIPANTE,2025-06-04,SP
2026-07-08,2026-06-01,CLOUDWALK IP - PRUDENCIAL,Privado Nacional,4208-58-16,CLOUDWALK KICK ASS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,PARTICIPANTE,2022-10-21,
2026-07-08,2026-06-01,CLOUDWALK IP - PRUDENCIAL,Privado Nacional,6035-61-71,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  SEGMENTO MEIOS DE PAGAMENTO,PARTICIPANTE,2025-04-16,
2026-07-08,2026-06-01,COBUCCIO SCFI - PRUDENCIAL,Privado Nacional,3694-72-29,"COBUCCIO S/A - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTOS",LIDER,2020-03-04,MG
2026-07-08,2026-06-01,COBUCCIO SCFI - PRUDENCIAL,Privado Nacional,2808-07-69,BOLT CARD INSTITUIÇÃO DE PAGAMENTOS LTDA.,PARTICIPANTE,2020-03-04,MG
2026-07-08,2026-06-01,COBUCCIO SCFI - PRUDENCIAL,Privado Nacional,0313-01-70,BRASIL CARD INSTITUIÇÃO DE PAGAMENTOS LTDA,PARTICIPANTE,2020-03-31,MG
2026-07-08,2026-06-01,COBUCCIO SCFI - PRUDENCIAL,Privado Nacional,2924-27-69,COBUCCIO MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE CLASSE ÚNICA FECHADA,PARTICIPANTE,2025-01-01,
2026-07-08,2026-06-01,COBUCCIO SCFI - PRUDENCIAL,Privado Nacional,3237-20-85,COBUCCIO SECURITIZADORA DE CREDITOS S.A.,PARTICIPANTE,2020-03-04,MG
2026-07-08,2026-06-01,CODEPE CORRETORA DE VAL. S.A. - PRUDENCIAL,Privado Nacional,0951-25-42,CODEPE CORRETORA DE VALORES E CÂMBIO S.A.,LIDER/HOLDING,2014-01-02,SP
2026-07-08,2026-06-01,CODEPE CORRETORA DE VAL. S.A. - PRUDENCIAL,Privado Nacional,3433-55-92,ÓTIMO SOCIEDADE DE CRÉDITO DIRETO S.A.,PARTICIPANTE,2019-06-10,SP
2026-07-08,2026-06-01,COOPER CARD IP - PRUDENCIAL,Privado Nacional,0593-87-80,COOPER CARD INSTITUIÇÃO DE PAGAMENTO LTDA.,LIDER,2022-02-17,SP
2026-07-08,2026-06-01,COOPER CARD IP - PRUDENCIAL,Privado Nacional,0405-12-32,COOPER BENEFICIOS INSTITUICAO DE PAGAMENTO LTDA,PARTICIPANTE,2025-01-14,PR
2026-07-08,2026-06-01,COOPER CARD IP - PRUDENCIAL,Privado Nacional,5292-38-34,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COOPER CARD II - CRÉDITOS FINANCEIROS,PARTICIPANTE,2024-04-12,
2026-07-08,2026-06-01,CREDI SHOP S.A. - PRUDENCIAL,Privado Nacional,6289-52-30,CREDI-SHOP S/A - INSTITUIÇÃO DE PAGAMENTO,LIDER,2019-07-22,PI
2026-07-08,2026-06-01,CREDI SHOP S.A. - PRUDENCIAL,Privado Nacional,5473-30-10,CREDI-SHOP - SOCIEDADE DE CRÉDITO DIRETO S.A.,PARTICIPANTE,2024-02-09,PI
2026-07-08,2026-06-01,CREDIARE CFI - PRUDENCIAL,Privado Nacional,0567-60-26,"CREDIARE S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",LIDER,2020-07-23,RS
2026-07-08,2026-06-01,CREDIARE CFI - PRUDENCIAL,Privado Nacional,9110-75-81,FARROUPILHA ADMINISTRADORA DE CONSÓRCIOS LTDA.,PARTICIPANTE,2020-07-23,RS
2026-07-08,2026-06-01,CREDIARE CFI - PRUDENCIAL,Privado Nacional,0776-09-38,JOSEMA ADMINISTRACAO E PARTICIPACOES S/A,PARTICIPANTE,2020-07-23,RS
2026-07-08,2026-06-01,CREDIT AGRICOLE - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,7564-78-91,BANCO CRÉDIT AGRICOLE BRASIL S.A.,LIDER/HOLDING,2014-01-02,SP
2026-07-08,2026-06-01,CREDIT AGRICOLE - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,1279-60-29,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MERCANTIS AUTO PEÇAS,PARTICIPANTE,2015-06-30,
2026-07-08,2026-06-01,CREDIT AGRICOLE - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,1188-84-61,ITU FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS,PARTICIPANTE,2014-01-31,
2026-07-08,2026-06-01,CREDSYSTEM IP - PRUDENCIAL,Privado Nacional,0467-01-95,CREDSYSTEM INSTITUIÇÃO DE PAGAMENTO LTDA,LIDER,2021-10-29,SP
2026-07-08,2026-06-01,CREDSYSTEM IP - PRUDENCIAL,Privado Nacional,3966-46-98,CREDSYSTEM SOCIEDADE DE CRÉDITO DIRETO S.A.,PARTICIPANTE,2021-10-29,SP
2026-07-08,2026-06-01,CREFISA S.A. CFI - PRUDENCIAL,Privado Nacional,6077-91-96,"CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS",LIDER/HOLDING,2014-01-02,SP
2026-07-08,2026-06-01,CREFISA S.A. CFI - PRUDENCIAL,Privado Nacional,6103-31-06,BANCO CREFISA S.A.,PARTICIPANTE,2017-06-14,SP
2026-07-08,2026-06-01,CREFISA S.A. CFI - PRUDENCIAL,Privado Nacional,5717-32-08,SEDONA SOCIEDADE DE CRÉDITO DIRETO S.A.,PARTICIPANTE,2024-08-21,SP
2026-07-08,2026-06-01,DM SCFI - PRUDENCIAL,Privado Nacional,9166-97-47,"DM SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A",LIDER/HOLDING,2014-01-02,SP
2026-07-08,2026-06-01,DM SCFI - PRUDENCIAL,Privado Nacional,3623-88-74,DM SECURITIZADORA S.A.,PARTICIPANTE,2024-05-31,SP
2026-07-08,2026-06-01,DM SCFI - PRUDENCIAL,Privado Nacional,3755-52-31,DM SOCIEDADE DE CRÉDITO DIRETO S.A.,PARTICIPANTE,2022-10-11,SP
2026-07-08,2026-06-01,DM SCFI - PRUDENCIAL,Privado Nacional,4957-12-08,FORTBRASIL ALFA SECURITIZADORA S.A,PARTICIPANTE,2024-11-29,CE
2026-07-08,2026-06-01,DM SCFI - PRUDENCIAL,Privado Nacional,4189-02-46,FORTBRASIL SECURITIZADORA S.A,PARTICIPANTE,2024-11-29,CE
2026-07-08,2026-06-01,DM SCFI - PRUDENCIAL,Privado Nacional,2966-52-63,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS DE RESPONSABILIDADE LIMITADA FORTBRASIL,PARTICIPANTE,2024-11-29,
2026-07-08,2026-06-01,DOCK IP - PRUDENCIAL,Privado Nacional,1337-08-35,DOCK INSTITUIÇÃO DE PAGAMENTO S.A.,LIDER,2018-04-09,SP
2026-07-08,2026-06-01,DOCK IP - PRUDENCIAL,Privado Nacional,0874-48-17,DOCK SOLUÇÕES INSTITUIÇÃO DE PAGAMENTO S.A.,PARTICIPANTE,2024-07-04,SP
2026-07-08,2026-06-01,EDENRED SOLUCOES E IP AHA - PRUDENCIAL,Privado Nacional,5915-86-42,EDENRED SOLUCOES E INSTITUICAO DE PAGAMENTO AHA S.A.,LIDER,2024-01-05,SP
2026-07-08,2026-06-01,EDENRED SOLUCOES E IP AHA - PRUDENCIAL,Privado Nacional,1858-75-86,EDENRED SOLUCOES DE MOBILIDADE E INSTITUICAO DE PAGAMENTO HU S.A.,PARTICIPANTE,2024-02-16,RS
2026-07-08,2026-06-01,EDENRED SOLUCOES E IP AHA - PRUDENCIAL,Privado Nacional,2858-13-08,GREENPASS TECNOLOGIA E INSTITUICAO DE PAGAMENTO HUE S.A.,PARTICIPANTE,2024-04-19,SP
2026-07-08,2026-06-01,EDENRED SOLUCOES E IP AHA - PRUDENCIAL,Privado Nacional,6569-72-60,REPOM INSTITUIÇÃO DE PAGAMENTO HUSA S.A.,PARTICIPANTE,2024-01-05,SP
2026-07-08,2026-06-01,EFI S.A. IP - PRUDENCIAL,Privado Nacional,0908-93-56,EFÍ S.A. - INSTITUIÇÃO DE PAGAMENTO,LIDER,2019-08-26,MG
2026-07-08,2026-06-01,EFI S.A. IP - PRUDENCIAL,Privado Nacional,3722-94-13,"SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO EFÍ S.A.",PARTICIPANTE,2020-04-01,MG
2026-07-08,2026-06-01,FACTA S.A. CFI - PRUDENCIAL,Privado Nacional,1558-16-38,FACTA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO,LIDER/HOLDING,2014-01-02,RS
2026-07-08,2026-06-01,FACTA S.A. CFI - PRUDENCIAL,Privado Nacional,5464-72-59,321 SOCIEDADE DE CRÉDITO DIRETO S.A.,PARTICIPANTE,2024-03-01,RS
2026-07-08,2026-06-01,FACTA S.A. CFI - PRUDENCIAL,Privado Nacional,3272-42-52,RB CAPITAL CREDIT ALPHA STRATEGY I FIDC - RESPONSABILIDADE LIMITADA,PARTICIPANTE,2023-01-01,
2026-07-08,2026-06-01,FATOR - PRUDENCIAL,Privado Nacional,3364-41-96,BANCO FATOR S.A.,LIDER,2014-01-02,SP
2026-07-08,2026-06-01,FATOR - PRUDENCIAL,Privado Nacional,4926-00-24,FATOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,PARTICIPANTE,2023-05-26,
2026-07-08,2026-06-01,FATOR - PRUDENCIAL,Privado Nacional,1505-90-57,FATOR FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO,PARTICIPANTE,2022-12-30,SP
2026-07-08,2026-06-01,FATOR - PRUDENCIAL,Privado Nacional,4769-89-57,FATOR HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSEGMENTOS,PARTICIPANTE,2024-08-01,RJ
2026-07-08,2026-06-01,FATOR - PRUDENCIAL,Privado Nacional,4775-61-91,FATOR ORTHO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS,PARTICIPANTE,2023-09-01,RJ
2026-07-08,2026-06-01,FFCRED SCD - PRUDENCIAL,Privado Nacional,3973-80-65,FFCRED SOCIEDADE DE CRÉDITO DIRETO S.A..,LIDER,2020-09-29,RS
2026-07-08,2026-06-01,FFCRED SCD - PRUDENCIAL,Privado Nacional,3865-36-26,F & F INSTITUICAO DE PAGAMENTO S. A.,PARTICIPANTE,2025-01-28,SC
2026-07-08,2026-06-01,FFCRED SCD - PRUDENCIAL,Privado Nacional,6253-41-58,FF ADMINISTRADORA DE CONSÓRCIO LTDA,PARTICIPANTE,2025-09-03,RS
2026-07-08,2026-06-01,FINAXIS - PRUDENCIAL,Privado Nacional,1175-87-41,BANCO FINAXIS S.A.,LIDER,2014-01-02,PR
2026-07-08,2026-06-01,FINAXIS - PRUDENCIAL,Privado Nacional,0331-76-92,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,FINVEST DTVM - PRUDENCIAL,Privado Nacional,3626-67-51,FINVEST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,LIDER,2020-11-13,SP
2026-07-08,2026-06-01,FINVEST DTVM - PRUDENCIAL,Privado Nacional,5215-44-10,FINVEST CASH FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CREDITO PRIVADO,PARTICIPANTE,2023-09-12,SP
2026-07-08,2026-06-01,FISERV DO BRASIL IP - PRUDENCIAL,Privado Nacional,0496-27-72,FISERV DO BRASIL  INSTITUIÇÃO DE PAGAMENTO LTDA,LIDER,2022-09-21,SP
2026-07-08,2026-06-01,FISERV DO BRASIL IP - PRUDENCIAL,Privado Nacional,5005-32-67,FISERV SOCIEDADE DE CRÉDITO DIRETO S.A.,PARTICIPANTE,2023-02-03,SP
2026-07-08,2026-06-01,FISERV DO BRASIL IP - PRUDENCIAL,Privado Nacional,3466-14-03,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FISERV - RESPONSABILIDADE LIMITADA,PARTICIPANTE,2022-09-21,
2026-07-08,2026-06-01,FISERV DO BRASIL IP - PRUDENCIAL,Privado Nacional,1320-79-30,SLED S/A,PARTICIPANTE,2024-07-31,SC
2026-07-08,2026-06-01,FITS IP - PRUDENCIAL,Privado Nacional,1320-33-54,FITS INSTITUIÇÃO DE PAGAMENTO S.A.,LIDER,2021-05-03,SP
2026-07-08,2026-06-01,FITS IP - PRUDENCIAL,Privado Nacional,6005-72-65,EASYCREDITO SOCIEDADE DE CREDITO DIRETO S.A.,PARTICIPANTE,2025-02-20,SP
2026-07-08,2026-06-01,FUTURO SCD - PRUDENCIAL,Privado Nacional,4574-55-37,FUTURO SOCIEDADE DE CRÉDITO DIRETO S.A.,LIDER,2022-03-14,RS
2026-07-08,2026-06-01,FUTURO SCD - PRUDENCIAL,Privado Nacional,1141-48-39,EAGLE INSTITUICAO DE PAGAMENTO LTDA.,PARTICIPANTE,2024-04-26,RS
2026-07-08,2026-06-01,GAZINCRED SCFI - PRUDENCIAL,Privado Nacional,1176-05-53,"GAZINCRED S.A. SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO",LIDER,2014-01-02,PR
2026-07-08,2026-06-01,GAZINCRED SCFI - PRUDENCIAL,Privado Nacional,0604-45-51,ADMINISTRADORA DE CONSORCIO NACIONAL GAZIN LTDA,PARTICIPANTE,2014-01-02,PR
2026-07-08,2026-06-01,GENIAL - PRUDENCIAL,Privado Nacional,4524-64-10,BANCO GENIAL S.A.,LIDER,2014-01-02,RJ
2026-07-08,2026-06-01,GENIAL - PRUDENCIAL,Privado Nacional,5757-08-43,GENIAL HORUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,PARTICIPANTE,2025-01-16,
2026-07-08,2026-06-01,GENIAL - PRUDENCIAL,Privado Nacional,0581-64-51,"GENIAL INSTITUCIONAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.",PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,GENIAL - PRUDENCIAL,Privado Nacional,2765-26-84,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,PARTICIPANTE,2014-01-02,RJ
2026-07-08,2026-06-01,GENIAL - PRUDENCIAL,Privado Nacional,3402-76-27,PORTO - FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA,PARTICIPANTE,2021-06-30,RJ
2026-07-08,2026-06-01,GENIAL - PRUDENCIAL,Privado Nacional,4897-02-81,SUGOI FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,PARTICIPANTE,2022-12-28,RJ
2026-07-08,2026-06-01,GM - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,5927-46-05,BANCO GM S.A.,LIDER,2014-01-02,SP
2026-07-08,2026-06-01,GM - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,6489-71-69,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RECEBÍVEIS COMERCIAIS TOP PARTNERS - RESP LIMITADA,PARTICIPANTE,2026-04-29,
2026-07-08,2026-06-01,GM - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,4993-70-55,GMAC ADMINISTRADORA DE CONSORCIOS LTDA,PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,GOLDMAN SACHS - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,0433-22-81,GOLDMAN SACHS DO BRASIL BANCO MULTIPLO S.A.,LIDER/HOLDING,2014-01-02,SP
2026-07-08,2026-06-01,GOLDMAN SACHS - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,0960-55-81,GOLDMAN SACHS DO BRASIL CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,HAITONG - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,3411-11-87,HAITONG BANCO DE INVESTIMENTO DO BRASIL S.A.,LIDER,2014-01-02,SP
2026-07-08,2026-06-01,HAITONG - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,0705-81-78,FUNDO DE INVESTIMENTO MULTIMERCADO TREASURY CREDITO PRIVADO,PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,HAITONG - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,1140-69-65,HAITONG DO BRASIL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,HAITONG - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,3389-44-45,HAITONG SECURITIES DO BRASIL CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS S.A.,PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,HAITONG - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,,WESTERN STAR FUND LTD,PARTICIPANTE,2016-10-25,
2026-07-08,2026-06-01,HAITONG - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,0139-49-53,HAITONG NEGOCIOS S.A.,HOLDINGNÃOIF,2014-01-02,SP
2026-07-08,2026-06-01,HONDA - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,0363-42-20,BANCO HONDA S.A.,LIDER/HOLDING,2014-01-02,SP
2026-07-08,2026-06-01,HONDA - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,4544-17-89,ADMINISTRADORA DE CONSORCIO NACIONAL HONDA LTDA,PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,HONDA - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,3421-88-64,CLASSE ÚNICA MULTIMERCADO DO FUNDO DE INVESTIMENTO FINANCEIRO MOTO-HONDA,PARTICIPANTE,2019-11-05,
2026-07-08,2026-06-01,HONDA - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,2827-94-73,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AUTO-HONDA,PARTICIPANTE,2019-11-01,
2026-07-08,2026-06-01,HONDA - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,6388-28-74,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MOTO HONDA II,PARTICIPANTE,2026-03-09,
2026-07-08,2026-06-01,HONDA - PRUDENCIAL,Privado Nacional com Controle Estrangeiro,0363-42-39,HONDA LEASING S.A. - ARRENDAMENTO MERCANTIL,PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,HS FINANCEIRA - PRUDENCIAL,Privado Nacional,0751-24-41,"HS FINANCEIRA S/A CREDITO, FINANCIAMENTO E INVESTIMENTOS",LIDER/HOLDING,2014-01-02,RS
2026-07-08,2026-06-01,HS FINANCEIRA - PRUDENCIAL,Privado Nacional,7351-61-06,HS ADMINISTRADORA DE CONSÓRCIOS S.A.,PARTICIPANTE,2014-10-20,RS
2026-07-08,2026-06-01,IFOOD PAGO IP - PRUDENCIAL,Privado Nacional,1946-82-42,IFOOD PAGO INSTITUIÇÃO DE PAGAMENTO S.A.,LIDER,2023-10-31,SP
2026-07-08,2026-06-01,IFOOD PAGO IP - PRUDENCIAL,Privado Nacional,6388-27-47,IFOOD PAGO CRÉDITO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE  LIMITADA,PARTICIPANTE,2025-12-19,
2026-07-08,2026-06-01,IFOOD PAGO IP - PRUDENCIAL,Privado Nacional,5155-63-07,IFOOD PAGO SOCIEDADE DE CRÉDITO DIRETO S.A.,PARTICIPANTE,2025-03-12,SP
2026-07-08,2026-06-01,INDUSTRIAL DO BRASIL - PRUDENCIAL,Privado Nacional,3189-56-83,BANCO INDUSTRIAL DO BRASIL S.A.,LIDER/HOLDING,2014-01-02,SP
2026-07-08,2026-06-01,INDUSTRIAL DO BRASIL - PRUDENCIAL,Privado Nacional,0099-94-03,INDUSTRIAL DO BRASIL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,PARTICIPANTE,2014-01-02,SP
2026-07-08,2026-06-01,INTER - PRUDENCIAL,Privado Nacional,0041-69-68,BANCO INTER S.A.,LIDER,2014-01-02,MG
2026-07-08,2026-06-01,INTER - PRUDENCIAL,Privado Nacional,,I,PARTICIPANTE,2023-06-01,EX
2026-07-08,2026-06-01,INTER - PRUDENCIAL,Privado Nacional,4679-93-05,INTER BASE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL - RESPONSABILIDADE LIMITADA,PARTICIPANTE,2023-04-07,
2026-07-08,2026-06-01,INTER - PRUDENCIAL,Privado Nacional,1894-56-70,INTER DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,PARTICIPANTE,2014-01-02,MG
2026-07-08,2026-06-01,INTER - PRUDENCIAL,Privado Nacional,5850-18-60,INTER HEDGE FUNDO DE INVESTIMENTO IMOBILIARIO - RESPONSABILIDADE LIMITADA,PARTICIPANTE,2025-04-07,MG
2026-07-08,2026-06-01,INTER - PRUDENCIAL,Privado Nacional,6127-23-25,INTER OPORTUNIDADE IMOBILIARIA FUNDO DE INVESTIMENTO IMOBILIARIO - RESPONSABILIDADE LIMITADA,PARTICIPANTE,2025-08-25,MG
2026-07-08,2026-06-01,INTER - PRUDENCIAL,Privado Nacional,2217-78-58,INTER PAG INSTITUIÇÃO DE PAGAMENTO S.A.,PARTICIPANTE,2024-07-19,SP
2026-07-08,2026-06-01,INTER - PRUDENCIAL,Privado Nacional,4265-67-88,SPARK FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,PARTICIPANTE,2021-12-31,MG
2026-07-08,2026-06-01,INTER - PRUDENCIAL,Privado Nacional,3644-34-90,TBI FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CREDITO PRIVADO LONGO PRAZO RESP LIMITADA,PARTICIPANTE,2020-03-02,MG
2026-07-08,2026-06-01,INTRA INVESTIMENTOS DTVM - PRUDENCIAL,Privado Nacional,1548-95-68,INTRA INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,LIDER/HOLDING,2014-01-02,SP
2026-07-08,2026-06-01,INTRA INVESTIMENTOS DTVM - PRUDENCIAL,Privado Nacional,3025-92-40,FUNDO DE INVESTIMENTO MULTIMERCADO INTRADER BLACK THOR,PARTICIPANTE,2020-09-09,SP
2026-07-08,2026-06-01,ITAU - PRUDENCIAL,Privado Nacional,6087-25-04,ITAÚ UNIBANCO HOLDING S.A.,LIDER,2014-01-02,SP
2026-07-08,2026-06-01,ITAU - PRUDENCIAL,Privado Nacional,5732-52-51,ANGICO FIDC SEGMENTO INFRAESTRUTURA E AGRONEGÓCIO DE RESPONSABILIDADE LIMITADA,PARTICIPANTE,2024-12-01,
